1096,2006,2718,1035,1368,2525,2023-05-20 00:02:40.010332
1109,2006,2718,1006,1371,2526,2023-05-20 00:02:40.105564
1135,2006,2718,993,1371,2526,2023-05-20 00:02:40.201183
1168,2006,2718,993,1371,2526,2023-05-20 00:02:40.297208
1198,2006,2718,993,1371,2526,2023-05-20 00:02:40.392298
1229,2006,2717,993,1371,2526,2023-05-20 00:02:40.487322
1257,2006,2718,993,1372,2526,2023-05-20 00:02:40.589049
1290,2006,2718,993,1371,2526,2023-05-20 00:02:40.686550
1319,2006,2718,993,1372,2526,2023-05-20 00:02:40.783559
1349,2006,2718,993,1371,2526,2023-05-20 00:02:40.881569
1382,2006,2717,993,1371,2526,2023-05-20 00:02:40.979562
1412,2006,2718,993,1372,2526,2023-05-20 00:02:41.078298
1444,2006,2718,993,1371,2526,2023-05-20 00:02:41.178592
1475,2006,2718,993,1371,2526,2023-05-20 00:02:41.274277
1505,2006,2717,993,1372,2526,2023-05-20 00:02:41.371459
1535,2006,2718,993,1371,2526,2023-05-20 00:02:41.468590
1566,2006,2718,993,1372,2526,2023-05-20 00:02:41.566610
